Feature,Importance
cat__Order City_Lanxi,2.9725446085742713e-05
cat__Order State_Timis,2.970798013505148e-05
cat__Order State_Gy?r,2.9673236880013162e-05
cat__Order State_Kanagawa,2.966599478320355e-05
cat__Order City_Brive-la-Gaillarde,2.9660192357383088e-05
cat__Order City_Nakuru,2.9651913196606178e-05
cat__Order City_Bur Sudan,2.964001356011857e-05
cat__Order City_Durban,2.9588026647359217e-05
cat__Order City_Sanming,2.955995431950378e-05
cat__Order City_Bamenda,2.9551331375265195e-05
cat__Order City_Al Hillah,2.952486976896991e-05
cat__Order City_Gawler,2.9507690984918698e-05
cat__Order City_Buzau,2.9501042612906646e-05
cat__Order City_Modena,2.949821060433895e-05
cat__Order City_Guntur,2.9476640911363457e-05
cat__Order City_Villiers-le-Bel,2.9476060713958885e-05
cat__Order City_Harrogate,2.9387966773432453e-05
cat__Order City_Apopka,2.9367127646018086e-05
cat__Order City_Catia La Mar,2.9333420307010023e-05
cat__Order City_Nellore,2.930638319888311e-05
cat__Order City_Varanasi,2.9296076427889905e-05
cat__Order City_Tremblay-en-France,2.9263547280506515e-05
cat__Order City_Loveland,2.921856643339274e-05
cat__Order City_Homs,2.9176160077664503e-05
cat__Order City_Monroe,2.9164513168483395e-05
cat__Order City_Dongguan,2.915002823708157e-05
cat__Order State_Chiba,2.9144405659746013e-05
cat__Order City_Ploiesti,2.91409549219269e-05
cat__Order City_Issy-les-Moulineaux,2.91090413586018e-05
cat__Order City_Castelldefels,2.9064366571680784e-05
cat__Order City_Bamako,2.8956939995734647e-05
cat__Order City_Bijie,2.89483016202346e-05
cat__Order City_Altamura,2.893641353332332e-05
cat__Order City_Ponferrada,2.892709605215242e-05
cat__Order City_Broken Hill,2.8901867558071166e-05
cat__Order City_Alice Springs,2.8856656981445472e-05
cat__Order City_Albuquerque,2.885094205120242e-05
cat__Order City_Guarulhos,2.88436560367926e-05
cat__Order City_Lorain,2.8831727528464114e-05
cat__Category Name_Golf Bags & Carts,2.8777691052996178e-05
cat__Order City_Windhoek,2.876071663686141e-05
cat__Order City_Hendersonville,2.873526690071997e-05
cat__Order City_Sacramento,2.8734044401402683e-05
cat__Order State_Imericia,2.871471865121719e-05
cat__Order City_Langfang,2.8705291368731944e-05
cat__Order City_Sheboygan,2.8685795224124042e-05
cat__Order City_Mogadishu,2.8671930653400712e-05
cat__Order City_Plantation,2.866928289991868e-05
cat__Order State_Visayas Occidental,2.8599356414744145e-05
cat__Order City_Nasik,2.8580322401677242e-05
cat__Order State_Khomas,2.8541846407349987e-05
cat__Order City_Moa,2.8502677212871686e-05
cat__Order City_Durham,2.8488810331854307e-05
cat__Order State_Vargas,2.8477119469280187e-05
cat__Order State_Chandigarh,2.8476585306849866e-05
cat__Order City_Wattrelos,2.8455793211067722e-05
cat__Order City_Southaven,2.8430332965980926e-05
cat__Order City_Libreville,2.8419796703849394e-05
cat__Order State_Skikda,2.8393934004825962e-05
cat__Order City_Weifang,2.8391831059003e-05
cat__Order City_Kashira,2.837193150344496e-05
cat__Order State_Ogun,2.8354715169225686e-05
cat__Order City_Chaumont,2.8257758574498247e-05
cat__Order City_Oosterhout,2.825624071579006e-05
cat__Order City_Coral Springs,2.8244624460183605e-05
cat__Order State_T?nh C?n Th?,2.8168809354431946e-05
cat__Order City_Luohe,2.8148487635161226e-05
cat__Order City_Gaithersburg,2.8137898815016693e-05
cat__Order City_Schwerin,2.8126942115659755e-05
cat__Order State_Hainan,2.8117110442599156e-05
cat__Order City_Zhaoyuan,2.811149676367175e-05
cat__Order City_Dreux,2.8089996171001894e-05
cat__Order City_Worms,2.80868983716761e-05
cat__Order City_Khomeynishahr,2.8076222361971105e-05
cat__Order City_Pato Branco,2.807300335939892e-05
cat__Order City_Trinidad,2.8032383585793637e-05
cat__Order City_Sunbury,2.7957754891546832e-05
cat__Order City_Gummersbach,2.792243481188204e-05
cat__Order City_Renqiu,2.792120892427455e-05
cat__Order City_Yueyang,2.7891211871239335e-05
cat__Order City_Akola,2.786556936985601e-05
cat__Order City_Gien,2.782176395719235e-05
cat__Order City_Ulundi,2.778426395729028e-05
cat__Order City_Abu Kabir,2.7765212287304535e-05
cat__Order City_Echirolles,2.7714674514599807e-05
cat__Order City_Bagneux,2.7709691628817736e-05
cat__Order City_Provo,2.7679085859460377e-05
cat__Order City_Palmerston North,2.765104578242842e-05
cat__Order State_Neamt,2.764189501983093e-05
cat__Order City_North Las Vegas,2.7633384492627123e-05
cat__Order City_Cedar Hill,2.7594928791407344e-05
cat__Order City_Saint-Priest,2.758287573863985e-05
cat__Order City_Haltom City,2.7564872836671272e-05
cat__Order State_Babilonia,2.7560424431985465e-05
cat__Order City_Andover,2.755086077676152e-05
cat__Order City_Rosenheim,2.7502974613817197e-05
cat__Order City_Yerres,2.7489782213203454e-05
cat__Category Name_Basketball,2.7475925733799205e-05
cat__Order City_Cartago,2.7447749482255144e-05
cat__Order City_Osorno,2.744152607591732e-05
cat__Order City_Montrouge,2.7368184034684894e-05
cat__Order City_Les Lilas,2.7342298754542213e-05
cat__Order State_Maniema,2.7322793359019397e-05
cat__Order City_Bahía Blanca,2.7320324695154436e-05
cat__Order City_Erzurum,2.7314878269047996e-05
cat__Order City_Saint-Ouen,2.730418784238127e-05
cat__Order City_Basel,2.7288593578209138e-05
cat__Order City_Deventer,2.7271848222248533e-05
cat__Order City_Kilis,2.7238336794749772e-05
cat__Order City_Sant Boi de Llobregat,2.7238048810425698e-05
cat__Order City_Amman,2.7208168646522933e-05
cat__Order City_Angarsk,2.7174523740499508e-05
cat__Order City_Shahreza,2.716186630907225e-05
cat__Order City_Talcahuano,2.7104512551715944e-05
cat__Order City_Chaozhou,2.7100295659872837e-05
cat__Order City_Sarcelles,2.7098541965533385e-05
cat__Order City_Montauban,2.7098010643639677e-05
cat__Order State_Plovdiv,2.709743778812837e-05
cat__Order State_Gran Valle del Rift,2.7097007999043243e-05
cat__Order City_Pelotas,2.7080777770860278e-05
cat__Order City_Xiangtan,2.703716032393024e-05
cat__Order City_Meknes,2.7027846414300736e-05
cat__Order State_Ibaraki,2.700112588974717e-05
cat__Order Country_Eslovaquia,2.6961089050147303e-05
cat__Order City_Skokie,2.6957255192920143e-05
cat__Order City_Juiz de Fora,2.6934905704992135e-05
cat__Order City_Cuyahoga Falls,2.6933138235288218e-05
cat__Order State_Salta,2.690030413727549e-05
cat__Order City_Punta Arenas,2.687431706086402e-05
cat__Order State_Guadalupe,2.6873634741068972e-05
cat__Order City_Kremenchuk,2.6873358194192794e-05
cat__Order City_Astracán,2.6860619210565588e-05
cat__Order City_Le Blanc-Mesnil,2.6859356876890285e-05
cat__Order City_Greensboro,2.685539678381576e-05
cat__Order City_Puno,2.6810483396514107e-05
cat__Order City_Ashford,2.6800249368509783e-05
cat__Order State_Stiria,2.6743861665871448e-05
cat__Order City_Da Nang,2.6720119379387525e-05
cat__Order City_Luton,2.67086840290007e-05
cat__Order City_Afyon,2.664924247102931e-05
cat__Order City_Acayucan,2.664914923016627e-05
cat__Order State_Gharbia,2.6619139294252623e-05
cat__Order City_Scottsdale,2.660595172170516e-05
cat__Order City_Thornton,2.6590430266575103e-05
cat__Order City_Bandundu,2.657371294229187e-05
cat__Order City_Huangshan,2.651540939217347e-05
cat__Order City_Reus,2.6427132819962242e-05
cat__Order State_Hiroshima,2.6371782915615868e-05
cat__Order State_Ivano-Frankivsk,2.634821347203949e-05
cat__Order City_Vorónezh,2.6337956526935196e-05
cat__Order City_Bertoua,2.6337315317469728e-05
cat__Order City_Helsingborg,2.633249111644071e-05
cat__Order City_Lecce,2.6317166968704585e-05
cat__Order City_Morristown,2.629362855385887e-05
cat__Order City_Mount Isa,2.624151050093073e-05
cat__Order State_Di Car,2.6215734635471327e-05
cat__Order State_Mindanao Septentrional,2.6192838983871528e-05
cat__Order City_Dormagen,2.616998469862811e-05
cat__Order State_Sokoto,2.615948751500939e-05
cat__Order State_Denizli,2.6148211718445765e-05
cat__Order City_Laon,2.6122544166412328e-05
cat__Order City_Arauca,2.6103647697080374e-05
cat__Order City_Lausanne,2.6077113723057807e-05
cat__Order City_Blackburn,2.602680048021745e-05
cat__Order State_Vorónezh,2.602178718320409e-05
cat__Order City_Pematangsiantar,2.5970005813399387e-05
cat__Order City_Quixadá,2.5954908034206687e-05
cat__Order City_Suwon,2.5893570635320213e-05
cat__Customer City_National City,2.5865692129338292e-05
cat__Order City_Kaunas,2.5822253108648906e-05
cat__Order City_Remscheid,2.5797267634838093e-05
cat__Order City_Comodoro Rivadavia,2.5781045929060623e-05
cat__Order City_Kure,2.5779381609894182e-05
cat__Order City_Almelo,2.5623509859203138e-05
cat__Order City_Vicenza,2.5606004803246178e-05
cat__Order City_Fort Collins,2.5569836029371175e-05
cat__Order City_Caçador,2.5568208786499245e-05
cat__Order City_Lajeado,2.5520494153835425e-05
cat__Order City_Sakai,2.5493809653802565e-05
cat__Order City_Kollam,2.549348473161963e-05
cat__Order State_Potosí,2.546524928817446e-05
cat__Order City_El Prat de Llobregat,2.5423937997705164e-05
cat__Order State_Jaiber Pajtunjuá,2.5412502354442292e-05
cat__Order City_Randfontein,2.541171691360887e-05
cat__Customer City_Taunton,2.540517473253063e-05
cat__Order City_Hackensack,2.5377013477811367e-05
cat__Order State_Territorio de la Capital Federal,2.53496662876953e-05
cat__Order City_Covington,2.532000529097369e-05
cat__Order City_Londrina,2.5319089604176522e-05
cat__Order City_Carol Stream,2.5314344268414624e-05
cat__Order City_Chernihiv,2.530527476397601e-05
cat__Order City_Edmonds,2.528809271205533e-05
cat__Order State_Nord-Ouest,2.5274297517313566e-05
cat__Order City_Round Rock,2.5260031125341103e-05
cat__Order City_Santo Domingo de los Colorados,2.524365855869854e-05
cat__Order City_Roanne,2.5220724572073086e-05
cat__Order State_Batman,2.521878773189953e-05
cat__Order City_Ujjain,2.516539694702702e-05
cat__Order City_Mysore,2.5159011210718393e-05
cat__Order City_Chandigarh,2.5145066394598553e-05
cat__Order City_Bournemouth,2.5130818582659757e-05
cat__Order City_Cabo Frio,2.508911007132011e-05
cat__Order City_Bandar Abbas,2.508278301289867e-05
cat__Order City_Pontivy,2.5070575893393136e-05
cat__Order City_Mount Vernon,2.5069748093237287e-05
cat__Order City_Americana,2.506348201051808e-05
cat__Order City_Trieste,2.5062725235733035e-05
cat__Order City_Manresa,2.505087037932642e-05
cat__Order City_Kampala,2.5025994045651062e-05
cat__Order City_Bokaro,2.488598797729594e-05
cat__Order State_Botosani,2.4877877852189526e-05
cat__Order City_Tangshan,2.4828850776577677e-05
cat__Order City_Beaune,2.4796309204073706e-05
cat__Order City_Saint-Denis,2.478512262485794e-05
cat__Order State_Kashkadar,2.47650380157655e-05
cat__Order City_Asjabad,2.47590516751678e-05
cat__Order State_Yaracuy,2.472766162179848e-05
cat__Order City_Bellevue,2.4722903973676125e-05
cat__Order City_Gravatá,2.463401994223919e-05
cat__Order City_Manisa,2.4607794155612795e-05
cat__Order State_Zaporiyia,2.45994246994034e-05
cat__Order City_La Pintana,2.4584096124255786e-05
cat__Order City_Aalst,2.456284437734852e-05
cat__Order City_Manizales,2.4560415773686718e-05
cat__Order City_Kaifeng,2.446031769907199e-05
cat__Order City_Chico,2.4453017992650685e-05
cat__Order City_Potosí,2.4412017077672504e-05
cat__Order City_Worthing,2.4411929346616424e-05
cat__Order City_Neuilly-sur-Marne,2.4405972497052777e-05
cat__Order City_Clarksville,2.436787351963193e-05
cat__Order City_Quetta,2.4365873039147402e-05
cat__Order City_São Leopoldo,2.4358406625478e-05
cat__Order City_Bacau,2.432709596387709e-05
cat__Order City_Carrara,2.4277486164078906e-05
cat__Order City_Pontes e Lacerda,2.427304842504797e-05
cat__Order City_Chetumal,2.426698147445564e-05
cat__Order State_Escania,2.42660908418381e-05
cat__Order City_Temirtau,2.426093917252156e-05
cat__Order City_Beaumont,2.422680382970043e-05
cat__Order City_Zaoyang,2.421886308510369e-05
cat__Order State_Sevastopol,2.4119315466754482e-05
cat__Order City_Superior,2.4082115354538978e-05
cat__Order State_Mbeya,2.405223463979226e-05
cat__Order City_Invercargill,2.404831701683095e-05
cat__Order City_Lianzhou,2.4045949587673722e-05
cat__Customer City_Bartlett,2.4037330838157543e-05
cat__Order City_Taizhou,2.3999109863099207e-05
cat__Order City_Mont-de-Marsan,2.396438407961475e-05
cat__Order City_Multan,2.396146733626451e-05
cat__Order City_Menia,2.3944965908085272e-05
cat__Order City_Qarshi,2.3896745683911658e-05
cat__Order City_Ipswich,2.3883841316006002e-05
cat__Order City_Waterbury,2.3831790084158345e-05
cat__Order City_Yiwu,2.3818185724216596e-05
cat__Order City_Sargodha,2.3785404229451148e-05
cat__Order City_Offenbach,2.378494318069549e-05
cat__Order State_Nilo Blanco,2.3775700574632095e-05
cat__Order City_Chilpancingo,2.375497478308768e-05
cat__Order City_Ibiúna,2.374790777502616e-05
cat__Order State_Sarre,2.3735193964405988e-05
cat__Order City_Ashdod,2.3723660551530665e-05
cat__Order City_Bossier City,2.370363985645826e-05
cat__Order State_Cherkasy,2.3680155643064497e-05
cat__Order City_Guelma,2.3676898345898357e-05
cat__Order State_Chubut,2.3671591499684642e-05
cat__Order State_Manitoba,2.3671202559460413e-05
cat__Order City_Haarlem,2.3668222474884612e-05
cat__Order City_Bello,2.3591301163825372e-05
cat__Order City_Makurdi,2.358619907867589e-05
cat__Order City_Arras,2.3572154508197775e-05
cat__Order State_Estuaire,2.3489564282488874e-05
cat__Order City_Sumaré,2.3458749420825403e-05
cat__Order Country_Sierra Leona,2.3443268504535326e-05
cat__Order City_Binzhou,2.3426798244817677e-05
cat__Order City_Alphen aan den Rijn,2.3421518613648105e-05
cat__Order City_San Cristóbal de Las Casas,2.3406156332084182e-05
cat__Order City_Shah Alam,2.3377170563571442e-05
cat__Order State_Ondo,2.3347015472916085e-05
cat__Order City_Kaiyuan,2.334508191948513e-05
cat__Order City_Winnipeg,2.3329909413049057e-05
cat__Order City_Owo,2.332864510222514e-05
cat__Order State_Southland,2.3325711333491128e-05
cat__Order City_Binjai,2.3276786605315167e-05
cat__Order State_Borneo Meridional,2.324884279571163e-05
cat__Order City_Nikopol,2.3202885767320913e-05
cat__Order City_Paderborn,2.318622434707496e-05
cat__Order State_Arjánguelsk,2.316812966816804e-05
cat__Order State_Saint-Louis,2.315778250679685e-05
cat__Order City_Cumbernauld,2.3128499805984986e-05
cat__Order City_Bonneuil-sur-Marne,2.3107726188402506e-05
cat__Order State_Taipéi,2.309360496788168e-05
cat__Order City_Midland,2.3087643359373687e-05
cat__Order State_Qazvín,2.3073439693925618e-05
cat__Order City_Lázaro Cárdenas,2.306766608216582e-05
cat__Order City_Botosani,2.3041839971808917e-05
cat__Order City_Erftstadt,2.3029295845531987e-05
cat__Order City_Arkhangelsk,2.3017703040663405e-05
cat__Order City_Antibes,2.3015963986260576e-05
cat__Order City_Ilesha,2.3008297783941315e-05
cat__Order City_Woodbury,2.3001553563751172e-05
cat__Order State_Kars,2.299702615077288e-05
cat__Order City_Uvira,2.297125998310599e-05
cat__Order City_Shahriar,2.2966972333769927e-05
cat__Order State_Erzurum,2.29569255682537e-05
cat__Order City_Anantapur,2.2933063037262634e-05
cat__Order City_Waco,2.2928811921882037e-05
cat__Order City_Hirakata,2.2923200308542913e-05
cat__Order City_Frontignan,2.2891065496270857e-05
cat__Order State_Gunma,2.2885732713247872e-05
cat__Order Country_Namibia,2.285487417166807e-05
cat__Order Country_Grecia,2.2837949062541665e-05
cat__Order City_Sonneberg,2.2803761514037635e-05
cat__Order City_Beykoz,2.2767108763376568e-05
cat__Order State_Benue,2.2763633688753403e-05
cat__Order City_Estepona,2.2714524542751438e-05
cat__Order City_Fort Lauderdale,2.2699158788171496e-05
cat__Order State_Khánh Hòa,2.2691625264998387e-05
cat__Order City_Serra,2.2659339008746288e-05
cat__Order City_Paraparaumu,2.2641122574271234e-05
cat__Order City_Bolívar,2.2638090192001314e-05
cat__Order City_Missouri City,2.2632619045328846e-05
cat__Order City_Gómel,2.2631676544892842e-05
cat__Order City_Vallauris,2.2629589833796337e-05
cat__Order City_Sceaux,2.2584583995310978e-05
cat__Order City_Mobile,2.257599804876205e-05
cat__Order City_Commerce City,2.2530640308162834e-05
cat__Order City_El Tigre,2.2519206354646934e-05
cat__Order City_Maltepe,2.248898551194077e-05
cat__Order State_Halland,2.2464721953236855e-05
cat__Order City_Jodhpur,2.246416024149711e-05
cat__Order City_Villingen-Schwenningen,2.2455817401675396e-05
cat__Order City_Banjarmasin,2.2380875797775802e-05
cat__Order City_Montgomery,2.2377212914348325e-05
cat__Order State_Huambo,2.233466207237783e-05
cat__Order City_Iasi,2.232981517862295e-05
cat__Order City_Hiratsuka,2.2328231977780644e-05
cat__Order City_Plovdiv,2.232745427421561e-05
cat__Order City_Las Vegas,2.2326602534706834e-05
cat__Order City_Yaritagua,2.230880630979012e-05
cat__Order State_Noroeste,2.2293504632067827e-05
cat__Order City_Arnsberg,2.22890872836337e-05
cat__Order City_Guacara,2.2241640520019036e-05
cat__Order City_Tallinn,2.2213776568403284e-05
cat__Order City_Santana de Parnaíba,2.2212411500567206e-05
cat__Order City_Kita-ku,2.2199944846463688e-05
cat__Order City_Targu Mures,2.218951091455367e-05
cat__Order City_Bragança Paulista,2.2187885966484095e-05
cat__Order City_Ercolano,2.2146950571966736e-05
cat__Order City_Rochdale,2.214317045030963e-05
cat__Order State_Jeju,2.2136726447761276e-05
cat__Order City_Bracknell,2.2110372591827112e-05
cat__Order City_Matsudo,2.2104189746042948e-05
cat__Order City_Puerto Vallarta,2.2045725113055554e-05
cat__Order State_Vaud,2.202793157733976e-05
cat__Order City_Fareham,2.2023616761855288e-05
cat__Order City_Gdansk,2.2003493819380328e-05
cat__Order City_Lanester,2.1972238077582262e-05
cat__Order City_Livingstone,2.194933678779789e-05
cat__Order City_Cabo de Santo Agostinho,2.191502365975243e-05
cat__Order City_Qiqihar,2.1898240373582454e-05
cat__Order City_Zhlobin,2.1876870462219644e-05
cat__Order City_Des Plaines,2.187279348589e-05
cat__Order City_Esenyurt,2.186362264149679e-05
cat__Order State_Selangor,2.1854603493873904e-05
cat__Order City_Dieppe,2.1846077155890652e-05
cat__Order City_Clichy,2.1842857939432342e-05
cat__Order State_Yazd,2.1838226898808305e-05
cat__Order City_Santa Cruz do Sul,2.1786347456409098e-05
cat__Order City_Margate,2.1721540179166938e-05
cat__Order City_Mardan,2.172145734881952e-05
cat__Order City_Brownsville,2.1715931776967566e-05
cat__Order State_Tiflis,2.166212539290156e-05
cat__Order City_Abadan,2.1647608694003497e-05
cat__Order City_Sparks,2.1642911360306934e-05
cat__Order City_Aew?l-li,2.1589130668661532e-05
cat__Order City_Halmstad,2.1548182181030753e-05
cat__Order City_Plaisir,2.152631532783514e-05
cat__Order City_Le Cannet,2.1524955610252176e-05
cat__Order State_Ucayali,2.151531346565306e-05
cat__Order City_Nanchong,2.1503890846379046e-05
cat__Order City_Corrientes,2.1477282911183905e-05
cat__Order City_Sabadell,2.1464332721398145e-05
cat__Order City_San Gabriel,2.1457885773487837e-05
cat__Order City_Zabrze,2.1453644159260837e-05
cat__Order Country_Gabón,2.1452736261001216e-05
cat__Order City_Malanje,2.1438593779802705e-05
cat__Order City_Granollers,2.1425171070524092e-05
cat__Order City_Longview,2.142256803836304e-05
cat__Order City_Ituiutaba,2.141759486031031e-05
cat__Order State_Donga,2.1417235515523494e-05
cat__Order City_Stellenbosch,2.1390532780086816e-05
cat__Order City_Villeneuve-d'Ascq,2.137998096074615e-05
cat__Order City_Velsen,2.1372865554653973e-05
cat__Order City_Oakville,2.1326359846908644e-05
cat__Order City_Pierrefitte-sur-Seine,2.1315233756278956e-05
cat__Order City_Jena,2.127011295448215e-05
cat__Order Country_Bosnia y Herzegovina,2.1224354791565866e-05
cat__Order City_Sabzevar,2.114189532601174e-05
cat__Order City_Arvada,2.114171894419755e-05
cat__Order City_Zaozhuang,2.113474889144091e-05
cat__Order City_Woonsocket,2.1128428575492727e-05
cat__Order City_Islamabad,2.109046367914482e-05
cat__Order State_Nueva Escocia,2.1083082801033968e-05
cat__Order City_Forbach,2.1080164637781467e-05
cat__Order City_Foumban,2.106674799687079e-05
cat__Order City_Ratlam,2.1059119125346322e-05
cat__Order City_Nogent-sur-Oise,2.103770511619774e-05
cat__Order City_Paysandú,2.103404103655699e-05
cat__Order State_Kampala,2.1013410943114488e-05
cat__Order State_Fromager,2.1006893380825157e-05
cat__Order City_Oradea,2.092143339220867e-05
cat__Order City_Gagnoa,2.091470216300059e-05
cat__Order City_Al Hufuf,2.0901546384995996e-05
cat__Order City_Sokoto,2.089766687296345e-05
cat__Order City_Hefei,2.0877348621610662e-05
cat__Order City_Renton,2.087340407879792e-05
cat__Order Country_Túnez,2.0871757528106247e-05
cat__Order City_St. Catharines,2.086233859198443e-05
cat__Order City_Perth Amboy,2.080639303399769e-05
cat__Order Country_Guinea,2.0801292138096957e-05
cat__Order State_Friuli-Venecia Julia,2.0772947431230803e-05
cat__Order State_Est,2.0753556893060877e-05
cat__Order City_Taipei,2.074285119169821e-05
cat__Order City_Newport News,2.0740246844445605e-05
cat__Order City_Huyton,2.0739653493857714e-05
cat__Order City_Montigny-le-Bretonneux,2.0693535278773048e-05
cat__Order City_Freeport,2.0685297309236037e-05
cat__Order State_Callao,2.0684711601234346e-05
cat__Order City_Corlu,2.066544488664184e-05
cat__Order City_Hempstead,2.056731749026024e-05
cat__Order State_Kilis,2.0542282825304403e-05
cat__Order State_Oruro,2.0539374757108925e-05
cat__Order City_Deltona,2.0524965931472075e-05
cat__Order City_Huainan,2.0521885224403144e-05
cat__Order City_Peer,2.0507116812540755e-05
cat__Order City_Palmira,2.0502651119206435e-05
cat__Order City_Huambo,2.048495347998744e-05
cat__Order City_Boynton Beach,2.0462227081721098e-05
cat__Order City_Wels,2.0452810258936843e-05
cat__Order City_Enschede,2.0452089671854547e-05
cat__Order City_Marlborough,2.0441812784913622e-05
cat__Order City_Sevastopol,2.0432455730353344e-05
cat__Order City_Yazd,2.0430112972842977e-05
cat__Order State_Osun,2.0417083202693563e-05
cat__Order City_Bobigny,2.0378088685157444e-05
cat__Order City_Balikesir,2.035215582774912e-05
cat__Order Country_Taiwán,2.0290616044994013e-05
cat__Order City_Palo Negro,2.028589036026757e-05
cat__Order City_Slough,2.026978148691006e-05
cat__Order State_Flanders Occidental,2.0196610813655878e-05
cat__Order City_Avellino,2.0160922581925088e-05
cat__Order City_Arak,2.014565578552662e-05
cat__Order City_Wetzlar,2.0107034508659896e-05
cat__Order City_Gaspar,2.010271428169851e-05
cat__Order City_Votuporanga,2.0091766237503593e-05
cat__Order Country_Guadalupe,2.0070403875762213e-05
cat__Order City_Nijmegen,2.0049033357845522e-05
cat__Order City_Pindamonhangaba,2.0046248641245397e-05
cat__Order State_Suhaj,2.0045209941619182e-05
cat__Order State_Bacau,1.9982541170880596e-05
cat__Order State_Mures,1.9968864623057716e-05
cat__Order City_Jiangyou,1.9965375942927396e-05
cat__Order State_Guelma,1.9943430657620278e-05
cat__Order City_Bremerhaven,1.993710331132973e-05
cat__Order City_Jonesboro,1.9866397750875523e-05
cat__Order City_Avondale,1.986382024226969e-05
cat__Order City_Zhengzhou,1.9795925979477217e-05
cat__Order City_Apucarana,1.974519584004481e-05
cat__Order City_Zhongxiang,1.9743212067791385e-05
cat__Order City_Montgeron,1.9740207872394212e-05
cat__Order City_Vlaardingen,1.9714082819584085e-05
cat__Order City_Bangui,1.968704214276851e-05
cat__Order City_Wichita,1.9678605341075216e-05
cat__Order City_Korla,1.9673013103948786e-05
cat__Order City_Guaratinguetá,1.9669212718981373e-05
cat__Order City_Basingstoke,1.9662647271773227e-05
cat__Order State_Atsinanana,1.9617592827103192e-05
cat__Order City_Les Abymes,1.9579832508827256e-05
cat__Order City_Yanbu al Bahr,1.9578630902416845e-05
cat__Order City_Xichang,1.956671993785299e-05
cat__Order City_Peshawar,1.9520029567357517e-05
cat__Order City_Fasa,1.9519442593606608e-05
cat__Order City_Zaria,1.951217933117604e-05
cat__Order City_Roubaix,1.9504166332433543e-05
cat__Order City_Villeneuve-Saint-Georges,1.947389359001445e-05
cat__Order City_Belgaum,1.941778437537455e-05
cat__Order City_Warrington,1.940782742180692e-05
cat__Order State_Attica,1.940376698276264e-05
cat__Order City_Kashan,1.9378117670041008e-05
cat__Order City_Shuangyashan,1.9345367653118113e-05
cat__Order City_Bélgorod,1.9329191045665545e-05
cat__Customer City_Birmingham,1.930847307327129e-05
cat__Order City_Redmond,1.930791555409711e-05
cat__Order City_Shijiazhuang,1.9302788315696482e-05
cat__Order State_Occidental,1.9296946656037386e-05
cat__Order City_Meizhou,1.9219202000505387e-05
cat__Order City_Amol,1.9209314496443457e-05
cat__Order City_Graz,1.92053703184141e-05
cat__Order City_Allentown,1.9179966332897026e-05
cat__Order City_Jiangmen,1.917368773975192e-05
cat__Order State_La Paz,1.9170377453625963e-05
cat__Order City_Les Ulis,1.915010361728335e-05
cat__Order City_Verdun,1.9128356860766954e-05
cat__Order State_Limpopo,1.9127182597083966e-05
cat__Order City_Mechelen,1.9116566323184712e-05
cat__Order State_Corrientes,1.9109917188892272e-05
cat__Order City_Fuenlabrada,1.9042382699658688e-05
cat__Order State_Vermont,1.9038825151147937e-05
cat__Order State_Bihor,1.9018813770995176e-05
cat__Order City_Fuji,1.90083908637438e-05
cat__Order City_Burbank,1.9006008951270708e-05
cat__Order City_Green Bay,1.8977508541880035e-05
cat__Order City_Oruro,1.8953042581527805e-05
cat__Order City_Ann Arbor,1.894894604111782e-05
cat__Order City_Changsha,1.8922141932938895e-05
cat__Order City_Jiutai,1.8907137800747064e-05
cat__Order City_Faches-Thumesnil,1.8900645241575795e-05
cat__Order City_Lewiston,1.8891623504876418e-05
cat__Order City_Dax,1.8877797867719812e-05
cat__Order State_Shinyanga,1.8867002776191915e-05
cat__Order City_San Marcos,1.8856893998294644e-05
cat__Order City_Thanjavur,1.882407982110324e-05
cat__Order City_Bhubaneswar,1.8812683230807293e-05
cat__Order City_Shouguang,1.8784587439660062e-05
cat__Order City_Toyohashi,1.8775516781276936e-05
cat__Order City_Hamar,1.8714817622984373e-05
cat__Order State_Acre,1.870813271451819e-05
cat__Order City_Tarsus,1.869034717588358e-05
cat__Order City_Le Creusot,1.868034256233573e-05
cat__Order City_Kars,1.867199878131741e-05
cat__Order City_Haikou,1.8670225019450693e-05
cat__Order City_Girona,1.8657561070302355e-05
cat__Order State_Dublín del Sur,1.8622532809481372e-05
cat__Order State_Monagas,1.8608104905575683e-05
cat__Order City_Kawasaki,1.8593927386448664e-05
cat__Order State_Maseru,1.8584430424300416e-05
cat__Order City_Al Mubarraz,1.8562421686968085e-05
cat__Order State_Corse,1.8548141544068468e-05
cat__Order City_Vannes,1.854033481875361e-05
cat__Order Country_Sri Lanka,1.8532220283330434e-05
cat__Order State_Chauía-Uardiga,1.851434292804068e-05
cat__Order City_Uvarovo,1.8506417997439598e-05
cat__Order City_Vespasiano,1.8497672839201383e-05
cat__Customer State_AL,1.8480897852189853e-05
cat__Order City_Nha Trang,1.8455723247113944e-05
cat__Order State_Manzini,1.844729712158722e-05
cat__Order City_São Pedro da Aldeia,1.8437354865074256e-05
cat__Order City_Guiyang,1.8430385422926062e-05
cat__Order State_Kilimanjaro,1.842955113918267e-05
cat__Order City_Suffolk,1.8397813275012463e-05
cat__Order City_Kingston,1.838576458902882e-05
cat__Order City_Fargo,1.8384740884815797e-05
cat__Order City_Thiruvananthapuram,1.836497054076776e-05
cat__Order City_Utica,1.8346453933413092e-05
cat__Order City_Khasavyurt,1.832692027314934e-05
cat__Order City_Rotherham,1.832074144755798e-05
cat__Order City_Halesowen,1.8257206204663606e-05
